SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-00468730,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/24/2025 14:43,3/24/2025 14:43,,5805 S ABERDEEN ST,Chicago,Illinois,60621,5805,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,26,,14,2,3,1170043.468,1866254.335,41.788503,-87.6520575,"(41.7885030009401, -87.6520575000019)"
SR25-00239393,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Phone Call,2/13/2025 16:55,2/13/2025 16:55,,5815 W FOSTER AVE,Chicago,Illinois,60630,5815,W,FOSTER,AVE,FALSE,FALSE,,,11,45,,B010,2,16,1622,21,,16,5,2,1136353.179,1934137.972,41.975451,-87.773967,"(41.97545100094077, -87.7739670000019)"
SR24-01324985,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,7/14/2024 21:19,7/14/2024 21:20,,5817 N RIDGE AVE,Chicago,Illinois,60660,5817,N,RIDGE,AVE,FALSE,FALSE,,,77,48,,M008,1,20,2013,42,,21,1,7,1165558.145,1938843.648,41.98779,-87.666435,"(41.987790000940805, -87.6664350000019)"
SR25-00380148,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/10/2025 14:51,3/10/2025 14:51,,5818 W WASHINGTON BLVD,Chicago,Illinois,60644,5818,W,WASHINGTON,BLVD,FALSE,FALSE,,,25,29,,B022,1,15,1512,20,,14,2,3,1137466.272,1900268.71,41.88249,-87.770691,"(41.88249000094044, -87.77069100000192)"
SR25-00463315,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/23/2025 16:53,3/23/2025 16:53,,5821 S FAIRFIELD AVE,Chicago,Illinois,60629,5821,S,FAIRFIELD,AVE,FALSE,FALSE,,,63,15,,J035,2,8,824,23,,16,1,3,1159116.47,1865832.485,41.787576,-87.6921345,"(41.78757600094011, -87.69213450000191)"
SR25-00484789,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/26/2025 22:26,3/26/2025 22:26,,5835 S SACRAMENTO AVE,,,,5835,S,SACRAMENTO,AVE,FALSE,FALSE,,,63,15,,I035,2,8,824,32,,22,4,3,1157456.09,1865646.336,41.787099,-87.6982275,"(41.787099000940124, -87.6982275000019)"
SR25-00393118,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/12/2025 10:11,3/12/2025 10:11,,5909 N LINCOLN AVE,Chicago,Illinois,60659,5909,N,LINCOLN,AVE,FALSE,FALSE,,,2,50,,I008,1,20,2011,29,,10,4,3,1155318.402,1939084.308,41.988663,-87.704091,"(41.98866300094082, -87.70409100000191)"
SR24-01904215,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/12/2024 13:53,10/12/2024 13:53,,5933 S MAY ST,Chicago,Illinois,60621,5933,S,MAY,ST,FALSE,FALSE,,,68,16,,N036,1,7,712,26,,13,7,10,1169685.829,1865308.382,41.78591496,-87.65339626,"(41.78591496469398, -87.65339625740128)"
SR25-00445196,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/20/2025 8:46,3/20/2025 8:46,,5937 S UNION AVE,Chicago,Illinois,60621,5937,S,UNION,AVE,FALSE,FALSE,,,68,16,,O036,1,7,711,36,,8,5,3,1172732.301,1865357.465,41.785983,-87.642225,"(41.78598300094012, -87.64222500000191)"
SR25-00445182,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/20/2025 8:44,3/20/2025 8:45,,5939 S UNION AVE,Chicago,Illinois,60621,5939,S,UNION,AVE,FALSE,FALSE,,,68,16,,O036,1,7,711,36,,8,5,3,1172720.213,1865334.409,41.78592,-87.64227,"(41.78592000094014, -87.64227000000191)"
SR24-01505850,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/8/2024 14:17,8/8/2024 14:17,,5951 S ELIZABETH ST,Chicago,Illinois,60636,5951,S,ELIZABETH,ST,FALSE,FALSE,,,67,16,,M036,1,7,713,14,,14,5,8,1169093.911,1865118.598,41.785407,-87.655572,"(41.78540700094011, -87.6555720000019)"
SR25-00445166,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/20/2025 8:42,3/20/2025 8:43,,5954 S LOWE AVE,Chicago,Illinois,60621,5954,S,LOWE,AVE,FALSE,FALSE,,,68,16,,O036,1,7,711,36,,8,5,3,1172924.03,1865172.061,41.78547,-87.6415275,"(41.78547000094011, -87.6415275000019)"
SR24-02225327,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,12/10/2024 6:24,12/10/2024 6:25,,5954 S UNION AVE,Chicago,Illinois,60621,5954,S,UNION,AVE,FALSE,FALSE,,,68,16,,O036,1,7,711,36,,6,3,12,1172642.823,1865161.419,41.785447,-87.64255884,"(41.785447002296294, -87.64255884299045)"
SR24-01688779,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,9/6/2024 13:16,9/6/2024 13:17,,6000 W NELSON ST,,,,6000,W,NELSON,ST,FALSE,FALSE,,,19,30,,A015,1,25,2511,13,,13,6,9,1135765.34,1919709.74,41.935869,-87.7764735,"(41.93586900094066, -87.7764735000019)"
SR25-00218793,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/10/2025 13:34,2/10/2025 13:34,,6001 W WARWICK AVE,,,,6001,W,WARWICK,AVE,FALSE,FALSE,,,17,38,,A013,3,16,1633,15,,13,2,2,1135651.472,1924235.063,41.948289,-87.776784,"(41.94828900094069, -87.7767840000019)"
SR25-00340008,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/4/2025 10:51,3/4/2025 10:52,,601 W DIVERSEY PKWY,Chicago,Illinois,60614,601,W,DIVERSEY,PKWY,FALSE,FALSE,,,7,43,,O016,3,19,1935,42,,10,3,3,1171902.84,1918838.607,41.93275765,-87.64369115,"(41.93275765381179, -87.64369114550561)"
SR24-02228099,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,12/10/2024 12:58,12/10/2024 12:58,,6028 W CORNELIA AVE,,,,6028,W,CORNELIA,AVE,FALSE,FALSE,,,17,30,,A014,3,16,1633,18,,12,3,12,1135438.415,1922731.552,41.944167,-87.777603,"(41.944167000940666, -87.7776030000019)"
SR25-00348739,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/5/2025 13:41,3/5/2025 13:42,,6029 S LAFLIN ST,Chicago,Illinois,60636,6029,S,LAFLIN,ST,FALSE,FALSE,,,67,16,,M036,1,7,713,31,,13,4,3,1167434.729,1864623.457,41.784084,-87.6616695,"(41.7840840009401, -87.6616695000019)"
SR25-00219435,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/10/2025 14:46,2/10/2025 14:46,,6147 S WOLCOTT AVE,Chicago,Illinois,60636,6147,S,WOLCOTT,AVE,FALSE,FALSE,,,67,15,,L036,1,7,714,2,,14,2,2,1164764.732,1863685.677,41.78156743,-87.67148521,"(41.78156742819849, -87.67148521152897)"
SR24-02121667,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,11/19/2024 21:28,11/19/2024 21:29,,6152 S CAMPBELL AVE,,,,6152,S,CAMPBELL,AVE,FALSE,FALSE,,,66,16,,J036,2,8,825,19,,21,3,11,1160692.121,1863574.722,41.781348,-87.6864195,"(41.78134800094011, -87.68641950000193)"
SR25-00271260,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/19/2025 20:23,2/19/2025 20:23,,6158 N LEADER AVE,Chicago,Illinois,60646,6158,N,LEADER,AVE,FALSE,FALSE,,,12,39,,D007,2,16,1621,45,,20,4,2,1141942.23,1940574.013,41.99301,-87.7532535,"(41.99301000094083, -87.7532535000019)"
SR25-00304125,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/25/2025 17:39,2/25/2025 17:39,,6201 S KOLMAR AVE,Chicago,Illinois,60629,6201,S,KOLMAR,AVE,FALSE,FALSE,,,65,13,,E036,1,8,813,14,,17,3,2,1147167.253,1863057.071,41.780196,-87.7360185,"(41.780196000940066, -87.73601850000193)"
SR25-00486089,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/27/2025 8:55,3/27/2025 8:55,,6226 N LIVERMORE AVE,Chicago,Illinois,60646,6226,N,LIVERMORE,AVE,FALSE,FALSE,,,12,39,,C007,2,16,1621,27,,8,5,3,1138261.474,1940897.03,41.993964,-87.766785,"(41.993964000940856, -87.76678500000192)"
SR24-02111703,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,11/18/2024 12:31,11/18/2024 12:31,,624 W ENGLEWOOD AVE,,,,624,W,ENGLEWOOD,AVE,FALSE,FALSE,,,68,16,,O036,1,7,711,28,,12,2,11,1173089.468,1863526.958,41.780952,-87.6409695,"(41.7809520009401, -87.6409695000019)"
SR25-00481343,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/26/2025 13:53,3/26/2025 13:53,,6240 S OAKLEY AVE,Chicago,Illinois,60636,6240,S,OAKLEY,AVE,FALSE,FALSE,,,66,16,,K036,2,8,825,21,,13,4,3,1162120.508,1863026.844,41.77981494,-87.68119792,"(41.77981494151486, -87.68119791775314)"
SR25-00351962,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/5/2025 22:23,3/5/2025 22:23,,6243 S ARTESIAN AVE,Chicago,Illinois,60629,6243,S,ARTESIAN,AVE,FALSE,FALSE,,,66,16,,J036,2,8,825,19,,22,4,3,1161213.138,1863007.977,41.779782,-87.684525,"(41.77978200094009, -87.68452500000191)"
SR25-00045691,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/9/2025 14:56,1/9/2025 14:56,,6243 S ARTESIAN AVE,,,,6243,S,ARTESIAN,AVE,FALSE,FALSE,,,66,16,,J036,2,8,825,19,,14,5,1,1161213.138,1863007.977,41.779782,-87.684525,"(41.77978200094009, -87.68452500000191)"
SR25-00348527,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/5/2025 13:14,3/5/2025 13:14,,6244 W FLETCHER ST,,,,6244,W,FLETCHER,ST,FALSE,FALSE,,,19,30,,A015,1,25,2511,24,,13,4,3,1134044.595,1920344.737,41.937642,-87.7827825,"(41.93764200094065, -87.78278250000191)"
SR25-00474139,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/25/2025 12:56,3/25/2025 12:56,,6302 W CORNELIA AVE,,,,6302,W,CORNELIA,AVE,FALSE,FALSE,,,17,30,,A014,3,16,1633,30,,12,3,3,1133726.55,1922638.968,41.94394322,-87.78389735,"(41.94394322302444, -87.78389734881338)"
SR24-01205506,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,6/26/2024 20:42,6/26/2024 20:42,,6306 W FITCH AVE,Chicago,Illinois,60646,6306,W,FITCH,AVE,FALSE,FALSE,,,12,45,,A005,2,16,1621,39,,20,4,6,1133343.809,1947178.602,42.011289,-87.7847265,"(42.01128900094089, -87.78472650000192)"
SR24-02041643,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,11/5/2024 14:30,11/5/2024 14:30,,631 E 92ND ST,Chicago,Illinois,60619,631,E,92ND,ST,FALSE,FALSE,,,44,8,,R044,3,6,633,36,,14,3,11,1182220.137,1844045.067,41.727285,-87.608097,"(41.72728500093989, -87.60809700000192)"
SR24-01639679,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,8/29/2024 10:34,8/29/2024 10:34,,6323 S HAMILTON AVE,Chicago,Illinois,60636,6323,S,HAMILTON,AVE,FALSE,FALSE,,,67,16,,K037,2,7,726,21,,10,5,8,1163191.511,1862560.546,41.778513,-87.6772845,"(41.77851300094009, -87.67728450000192)"
SR24-01668165,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/3/2024 13:47,9/3/2024 13:47,,6330 S MAY ST,Chicago,Illinois,60621,6330,S,MAY,ST,FALSE,FALSE,,,68,16,,N037,2,7,724,9,,13,3,9,1169669.154,1862683.013,41.778711,-87.6535335,"(41.778711000940106, -87.6535335000019)"
SR24-02146221,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/24/2024 11:16,11/24/2024 11:16,,6337 S HAMILTON AVE,Chicago,Illinois,60636,6337,S,HAMILTON,AVE,FALSE,FALSE,,,67,16,,K037,2,7,726,21,,11,1,11,1163200.027,1862409.744,41.778099,-87.6772575,"(41.77809900094008, -87.67725750000191)"
SR24-02136249,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/22/2024 9:44,11/22/2024 9:44,,6337 S HAMILTON AVE,Chicago,Illinois,60636,6337,S,HAMILTON,AVE,FALSE,FALSE,,,67,16,,K037,2,7,726,21,,9,6,11,1163200.027,1862409.744,41.778099,-87.6772575,"(41.77809900094008, -87.67725750000191)"
SR24-02135926,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/22/2024 8:50,11/22/2024 8:50,,6337 S HAMILTON AVE,Chicago,Illinois,60636,6337,S,HAMILTON,AVE,FALSE,FALSE,,,67,16,,K037,2,7,726,21,,8,6,11,1163200.027,1862409.744,41.778099,-87.6772575,"(41.77809900094008, -87.67725750000191)"
SR24-01828521,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/30/2024 10:29,9/30/2024 10:29,,6337 S HAMILTON AVE,Chicago,Illinois,60636,6337,S,HAMILTON,AVE,FALSE,FALSE,,,67,16,,K037,2,7,726,21,,10,2,9,1163200.027,1862409.744,41.778099,-87.6772575,"(41.77809900094008, -87.67725750000191)"
SR25-00012885,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/3/2025 13:58,1/3/2025 14:00,,6343 S BISHOP ST,Chicago,Illinois,60636,6343,S,BISHOP,ST,FALSE,FALSE,,,67,16,,M037,2,7,725,34,,13,6,1,1167826.863,1862507.815,41.77827,-87.6602925,"(41.7782700009401, -87.66029250000192)"
SR24-01800426,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/25/2024 11:12,9/25/2024 11:12,,6343 S LOOMIS BLVD,Chicago,Illinois,60636,6343,S,LOOMIS,BLVD,TRUE,FALSE,,SR24-01629015,67,16,,M037,2,7,724,9,,11,4,9,1168105.064,1862505.971,41.77825896,-87.65927265,"(41.778258962670684, -87.65927265417292)"
SR24-01629015,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,8/27/2024 18:11,9/25/2024 11:12,,6343 S LOOMIS BLVD,Chicago,Illinois,60636,6343,S,LOOMIS,BLVD,FALSE,FALSE,,,67,16,,M037,2,7,724,9,,18,3,8,1168105.064,1862505.971,41.77825896,-87.65927265,"(41.778258962670684, -87.65927265417292)"
SR25-00425127,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/17/2025 10:49,3/17/2025 10:49,,6345 S JUSTINE ST,Chicago,Illinois,60636,6345,S,JUSTINE,ST,FALSE,FALSE,,,67,16,,M037,2,7,725,34,,10,2,3,1167168.029,1862466.59,41.778171,-87.662709,"(41.77817100094009, -87.66270900000191)"
SR24-02002521,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,10/29/2024 16:31,10/29/2024 16:31,,6349 S SEELEY AVE,Chicago,Illinois,60636,6349,S,SEELEY,AVE,FALSE,FALSE,,,67,16,,K037,2,7,726,3,,16,3,10,1163863.68,1862303.306,41.777793,-87.6748275,"(41.77779300094009, -87.6748275000019)"
SR25-00427276,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/17/2025 14:40,3/17/2025 14:40,,637 N CLARK ST,,,,637,N,CLARK,ST,TRUE,FALSE,,SR25-00391453,8,42,,P021,3,18,1832,39,,14,2,3,1175512.905,1904291.389,41.892759,-87.6308625,"(41.8927590009405, -87.6308625000019)"
SR25-00411488,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/14/2025 16:21,3/14/2025 16:21,,637 N CLARK ST,,,,637,N,CLARK,ST,TRUE,FALSE,,SR25-00391453,8,42,,P021,3,18,1832,39,,16,6,3,1175512.905,1904291.389,41.892759,-87.6308625,"(41.8927590009405, -87.6308625000019)"
SR25-00391453,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/12/2025 5:02,3/17/2025 14:40,,637 N CLARK ST,,,,637,N,CLARK,ST,FALSE,FALSE,,,8,42,5,P021,3,18,1832,39,,5,4,3,1175512.905,1904291.389,41.892759,-87.6308625,"(41.8927590009405, -87.6308625000019)"
SR25-00453650,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/21/2025 12:54,3/21/2025 12:54,,639 N LEAMINGTON AVE,Chicago,Illinois,60644,639,N,LEAMINGTON,AVE,FALSE,FALSE,,,25,37,,D021,3,15,1532,34,,12,6,3,1141971.978,1903949.032,41.892507,-87.7540545,"(41.89250700094047, -87.75405450000191)"
SR25-00172634,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/2/2025 12:47,2/2/2025 12:47,,6406 S JUSTINE ST,Chicago,Illinois,60636,6406,S,JUSTINE,ST,FALSE,FALSE,,,67,16,,M037,2,7,725,33,,12,1,2,1167043.727,1862193.404,41.777424,-87.6631725,"(41.77742400094007, -87.66317250000192)"
SR25-00388187,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/11/2025 14:29,3/11/2025 14:29,,6410 S MOZART ST,Chicago,Illinois,60629,6410,S,MOZART,ST,FALSE,FALSE,,,66,15,11,I037,2,8,823,7,,14,3,3,1158406.561,1861937.461,41.776902,-87.6948435,"(41.77690200094009, -87.69484350000191)"
SR25-00474166,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/25/2025 12:59,3/25/2025 12:59,,6425 W BELMONT AVE,,,,6425,W,BELMONT,AVE,FALSE,FALSE,,,19,36,,Z115,1,25,2511,26,,12,3,3,1132901.225,1920501.41,41.938092,-87.786981,"(41.938092000940664, -87.78698100000193)"
SR25-00342249,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/4/2025 14:46,3/4/2025 14:47,,6427 S CAMPBELL AVE,Chicago,Illinois,60629,6427,S,CAMPBELL,AVE,FALSE,FALSE,,,66,16,,J037,2,8,825,4,,14,3,3,1160897.756,1861857.698,41.776632,-87.685713,"(41.77663200094006, -87.68571300000191)"
SR24-01792378,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,9/24/2024 8:53,9/24/2024 8:53,,6427 S CAMPBELL AVE,Chicago,Illinois,60629,6427,S,CAMPBELL,AVE,FALSE,FALSE,,,66,16,,J037,2,8,825,4,,8,3,9,1160897.756,1861857.698,41.776632,-87.685713,"(41.77663200094006, -87.68571300000191)"
SR24-01792355,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,9/24/2024 8:51,9/24/2024 8:51,,6427 S CAMPBELL AVE,Chicago,Illinois,60629,6427,S,CAMPBELL,AVE,FALSE,FALSE,,,66,16,,J037,2,8,825,4,,8,3,9,1160897.756,1861857.698,41.776632,-87.685713,"(41.77663200094006, -87.68571300000191)"
SR24-01838652,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/1/2024 14:23,10/1/2024 14:23,,6433 S LAFLIN ST,Chicago,Illinois,60636,6433,S,LAFLIN,ST,FALSE,FALSE,,,67,16,,M037,2,7,725,34,,14,3,10,1167512.248,1861928.122,41.776686,-87.6614625,"(41.77668600094009, -87.6614625000019)"
SR24-01837304,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/1/2024 12:04,10/1/2024 12:04,,6437 S ASHLAND AVE,Chicago,Illinois,60636,6437,S,ASHLAND,AVE,FALSE,FALSE,,,67,16,,M037,2,7,725,33,,12,3,10,1166860.965,1861860.727,41.776515,-87.663852,"(41.77651500094009, -87.6638520000019)"
SR24-01838654,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/1/2024 14:23,10/1/2024 14:23,,6437 S LAFLIN ST,Chicago,Illinois,60636,6437,S,LAFLIN,ST,FALSE,FALSE,,,67,16,,M037,2,7,725,34,,14,3,10,1167461.829,1861889.553,41.77658125,-87.66164844,"(41.776581245652295, -87.66164843889531)"
SR24-01803474,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,9/25/2024 16:36,9/25/2024 16:36,,6448 S BISHOP ST,Chicago,Illinois,60636,6448,S,BISHOP,ST,FALSE,FALSE,,,67,16,,M037,2,7,725,34,,16,4,9,1167708.564,1861782.068,41.776281,-87.660747,"(41.77628100094009, -87.66074700000192)"
SR25-00466526,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/24/2025 10:31,3/24/2025 10:31,,645 E 113TH ST,,,,645,E,113TH,ST,FALSE,FALSE,,,50,9,,R049,3,5,531,37,,10,2,3,1182764.189,1830091.121,41.688981,-87.6065355,"(41.68898100093975, -87.60653550000191)"
SR25-00360139,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/7/2025 8:40,3/7/2025 8:41,,6451 S LAFLIN ST,Chicago,Illinois,60636,6451,S,LAFLIN,ST,FALSE,FALSE,,,67,16,,M037,2,7,725,34,,8,6,3,1167543.064,1861754.537,41.776209,-87.6613545,"(41.776209000940064, -87.6613545000019)"
SR24-01628282,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/27/2024 15:49,8/27/2024 15:49,,6458 S CLAREMONT AVE,Chicago,Illinois,60636,6458,S,CLAREMONT,AVE,FALSE,FALSE,,,66,16,,K037,2,8,825,21,,15,3,8,1161780.308,1861536.389,41.775732,-87.6824865,"(41.77573200094007, -87.68248650000191)"
SR25-00219911,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/10/2025 15:37,2/10/2025 15:37,,650 W 59TH ST,Chicago,Illinois,60621,650,W,59TH,ST,FALSE,FALSE,,,68,16,,O035,1,7,711,36,,15,2,2,1172765.217,1865843.133,41.787315,-87.64209,"(41.78731500094012, -87.64209000000191)"
SR25-00402042,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/13/2025 12:42,3/13/2025 12:42,,6510 S PEORIA ST,Chicago,Illinois,60621,6510,S,PEORIA,ST,FALSE,FALSE,,,68,16,,N037,2,7,723,28,,12,5,3,1171341.011,1861600.856,41.775705,-87.647436,"(41.77570500094008, -87.6474360000019)"
SR24-01800062,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/25/2024 10:38,9/25/2024 10:38,,6513 S DAMEN AVE,Chicago,Illinois,60636,6513,S,DAMEN,AVE,FALSE,FALSE,,,67,16,,L037,2,7,726,7,,10,4,9,1164226.751,1861377.927,41.775246,-87.6735225,"(41.775246000940086, -87.67352250000192)"
SR24-01638427,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/29/2024 8:17,8/29/2024 8:17,,6513 S DAMEN AVE,Chicago,Illinois,60636,6513,S,DAMEN,AVE,FALSE,FALSE,,,67,16,,L037,2,7,726,7,,8,5,8,1164226.751,1861377.927,41.775246,-87.6735225,"(41.775246000940086, -87.67352250000192)"
SR24-01999982,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,10/29/2024 11:26,10/29/2024 11:26,,6513 S MORGAN ST,Chicago,Illinois,60621,6513,S,MORGAN,ST,FALSE,FALSE,,,68,16,,N037,2,7,723,24,,11,3,10,1170840.55,1861554.233,41.775588,-87.649272,"(41.77558800094008, -87.64927200000193)"
SR24-01777325,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,9/21/2024 11:48,9/21/2024 11:48,,6515 S EVANS AVE,,,,6515,S,EVANS,AVE,FALSE,FALSE,,,42,20,,R037,2,3,321,18,,11,7,9,1182406.072,1861888.504,41.776245,-87.606864,"(41.77624500094008, -87.6068640000019)"
SR24-01806283,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,9/26/2024 9:23,9/26/2024 9:23,,6518 S CLAREMONT AVE,Chicago,Illinois,60636,6518,S,CLAREMONT,AVE,FALSE,FALSE,,,66,16,,K037,3,8,832,21,,9,5,9,1161790.911,1861270.813,41.775003,-87.682455,"(41.77500300094004, -87.6824550000019)"
SR24-01951682,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,10/21/2024 11:35,10/21/2024 11:36,,6523 S OAKLEY AVE,Chicago,Illinois,60636,6523,S,OAKLEY,AVE,FALSE,FALSE,,,66,16,,K037,3,8,832,6,,11,2,10,1162268.519,1861258.034,41.774958,-87.6807045,"(41.774958000940074, -87.68070450000192)"
SR24-02028402,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/3/2024 12:36,11/3/2024 12:36,,6527 S PEORIA ST,Chicago,Illinois,60621,6527,S,PEORIA,ST,FALSE,FALSE,,,68,16,,N037,2,7,723,28,,12,1,11,1171447.593,1861440.775,41.77526339,-87.64704996,"(41.775263388394066, -87.64704996447381)"
SR24-01972525,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,10/24/2024 12:30,10/24/2024 12:30,,6537 S CARPENTER ST,Chicago,Illinois,60621,6537,S,CARPENTER,ST,FALSE,FALSE,,,68,16,,N037,2,7,724,24,,12,5,10,1170504.848,1861318.703,41.774949,-87.6505095,"(41.77494900094007, -87.65050950000192)"
SR25-00398118,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/12/2025 19:31,3/12/2025 19:31,,6539 S EVANS AVE,Chicago,Illinois,60637,6539,S,EVANS,AVE,FALSE,FALSE,,,42,20,,R037,2,3,321,18,,19,4,3,1182425.057,1861675.479,41.77566,-87.606801,"(41.77566000094011, -87.60680100000191)"
